,Player,POS,Club,GP,GS,MINS,G,A,YC,RC,SHTS,SOG,SOG%,SC%,Year,best_11,W,L,D,GD
8465,Carter Manley,D,MIN,8,4,502,0,1,0,0,0,0,,0.0,2018,0,11.0,20.0,3.0,-22.0
8466,Chris Duvall,D,POR,15,14,1195,0,1,4,0,1,0,0.0,0.0,2018,0,15.0,10.0,9.0,6.0
8467,Matt Polster,D,NE,3,1,126,0,1,0,0,1,0,0.0,0.0,2018,0,10.0,13.0,11.0,-6.0
8468,Kyle Duncan,D,NY,4,4,360,0,1,0,0,1,0,0.0,0.0,2018,0,22.0,7.0,5.0,29.0
8469,Waylon Francis,D,CLB,11,5,582,0,1,1,0,1,0,0.0,0.0,2018,0,14.0,11.0,9.0,-2.0
8470,Donny Toia,D,RSL,4,3,238,0,1,0,0,1,0,0.0,0.0,2018,0,14.0,13.0,7.0,-3.0
8471,Fernando Bob,M,MIN,7,7,616,0,1,2,1,1,0,0.0,0.0,2018,0,11.0,20.0,3.0,-22.0
8472,Jorge Villafana,F,POR,8,7,655,0,1,0,0,1,1,100.0,0.0,2018,0,15.0,10.0,9.0,6.0
8473,Baggio Husidic,M,LA,7,1,206,0,1,1,0,1,0,0.0,0.0,2018,0,13.0,12.0,9.0,2.0
8474,Nedum Onuoha,D,RSL,2,1,92,0,1,0,0,1,0,0.0,0.0,2018,0,14.0,13.0,7.0,-3.0
8475,Jerome Thiesson,D,MIN,14,13,1106,0,1,0,0,2,0,0.0,0.0,2018,0,11.0,20.0,3.0,-22.0
8476,Aaron Maund,D,VAN,10,10,900,0,1,0,0,2,0,0.0,0.0,2018,0,13.0,13.0,8.0,-13.0
8477,Ashtone Morgan,D,RSL,18,11,1009,0,1,3,0,2,1,50.0,0.0,2018,0,14.0,13.0,7.0,-3.0
8478,Bruno Miranda,F,DC,7,0,86,0,1,1,0,2,0,0.0,0.0,2018,0,14.0,11.0,9.0,10.0
8479,Jonathan Campbell,D,CHI,15,11,1005,0,1,1,0,2,1,50.0,0.0,2018,0,8.0,18.0,8.0,-13.0
8480,Jared Watts,D,COL,7,7,535,0,1,1,0,2,0,0.0,0.0,2018,0,8.0,19.0,7.0,-27.0
8481,Eric Miller,D,NSH,18,13,1145,0,1,3,0,2,0,0.0,0.0,2018,0,,,,
8482,Bernie Ibini,M,VAN,8,6,422,0,1,0,0,3,2,66.67,0.0,2018,0,13.0,13.0,8.0,-13.0
8483,Warren Creavalle,M,PHI,17,6,681,0,1,2,0,3,1,33.33,0.0,2018,0,15.0,14.0,5.0,-1.0
8484,Brad Smith,D,SEA,6,6,446,0,1,1,0,3,0,0.0,0.0,2018,0,18.0,11.0,5.0,15.0
8485,Daniel Steres,D,LA,20,14,1322,0,1,2,0,3,0,0.0,0.0,2018,0,13.0,12.0,9.0,2.0
8486,Hector Jimenez,M,CLB,11,7,655,0,1,1,0,4,3,75.0,0.0,2018,0,14.0,11.0,9.0,-2.0
8487,Jonathan Spector,D,ORL,13,13,1060,0,1,2,0,4,1,25.0,0.0,2018,0,8.0,22.0,4.0,-31.0
8488,Collin Martin,M,MIN,12,5,518,0,1,2,0,4,3,75.0,0.0,2018,0,11.0,20.0,3.0,-22.0
8489,Jake Nerwinski,D,VAN,26,24,2212,0,1,2,0,4,1,25.0,0.0,2018,0,13.0,13.0,8.0,-13.0
8490,Andrew Carleton,M,ATL,7,2,161,0,1,0,0,5,3,60.0,0.0,2018,0,21.0,7.0,6.0,26.0
8491,Jaylin Lindsey,D,KC,7,6,555,0,1,0,0,5,1,20.0,0.0,2018,0,18.0,8.0,8.0,25.0
8492,Luis Felipe,M,SJ,13,11,974,0,1,4,0,6,1,16.67,0.0,2018,0,4.0,21.0,9.0,-22.0
8493,Adam Lundkvist,D,HOU,16,12,1200,0,1,4,0,6,1,16.67,0.0,2018,0,10.0,16.0,8.0,0.0
8494,Anton Nedyalkov,D,DAL,9,9,770,0,1,1,0,6,1,16.67,0.0,2018,0,16.0,9.0,9.0,8.0
8495,Connor Lade,D,NY,21,15,1315,0,1,3,0,6,0,0.0,0.0,2018,0,22.0,7.0,5.0,29.0
8496,Jordan Harvey,D,LAFC,29,23,2140,0,1,2,1,7,0,0.0,0.0,2018,0,16.0,9.0,9.0,16.0
8497,Danny Wilson,D,COL,23,22,1935,0,1,7,0,7,1,14.29,0.0,2018,0,8.0,19.0,7.0,-27.0
8498,Chris Durkin,M,DC,23,16,1503,0,1,4,0,7,1,14.29,0.0,2018,0,14.0,11.0,9.0,10.0
8499,Eric Remedi,M,ATL,13,12,1093,0,1,3,0,8,1,12.5,0.0,2018,0,21.0,7.0,6.0,26.0
8500,Sunday Stephen,M,RSL,23,16,1414,0,1,6,0,8,1,12.5,0.0,2018,0,14.0,13.0,7.0,-3.0
8501,Arturo Alvarez,M,HOU,18,2,341,0,1,1,0,8,3,37.5,0.0,2018,0,10.0,16.0,8.0,0.0
8502,Frederic Brillant,D,DC,27,24,2181,0,1,1,0,9,1,11.11,0.0,2018,0,14.0,11.0,9.0,10.0
8503,Alex Roldan,M,SEA,19,7,732,0,1,2,0,10,2,20.0,0.0,2018,0,18.0,11.0,5.0,15.0
8504,Mason Toye,F,MIN,17,2,340,0,1,3,1,11,5,45.45,0.0,2018,0,11.0,20.0,3.0,-22.0
8505,Nick DeLeon,M,TOR,15,12,1062,0,1,2,0,11,4,36.36,0.0,2018,0,10.0,18.0,6.0,-5.0
8506,Jalil Anibaba,D,NSH,31,29,2706,0,1,3,0,11,3,27.27,0.0,2018,0,,,,
8507,Zarek Valentin,D,HOU,32,30,2721,0,1,4,0,12,0,0.0,0.0,2018,0,10.0,16.0,8.0,0.0
8508,Luis Solignac,F,CHI,11,8,702,0,1,0,0,12,2,16.67,0.0,2018,0,8.0,18.0,8.0,-13.0
8509,Nouhou Tolo,D,SEA,28,23,2037,0,1,8,0,15,3,20.0,0.0,2018,0,18.0,11.0,5.0,15.0
8510,Ben Sweat,D,MIA,28,24,2197,0,1,3,0,16,4,25.0,0.0,2018,0,,,,
8511,Julio Cascante,D,POR,21,18,1729,0,1,1,0,16,6,37.5,0.0,2018,0,15.0,10.0,9.0,6.0
8512,Oriol Rosell,M,ORL,22,18,1701,0,1,6,0,17,6,35.29,0.0,2018,0,8.0,22.0,4.0,-31.0
8513,Ager Aketxe,M,TOR,11,9,732,0,1,1,0,26,7,26.92,0.0,2018,0,10.0,18.0,6.0,-5.0
8514,Charlie Ward,M,HOU,0,0,0,0,0,0,0,0,0,,0.0,2018,0,10.0,16.0,8.0,0.0
8515,Joao Pedro,M,LA,3,1,85,0,0,1,0,0,0,,0.0,2018,0,13.0,12.0,9.0,2.0
8516,Dylan Remick,D,HOU,0,0,0,0,0,0,0,0,0,,0.0,2018,0,10.0,16.0,8.0,0.0
8517,Dane Kelly,F,DC,1,0,3,0,0,0,0,0,0,,0.0,2018,0,14.0,11.0,9.0,10.0
8518,Fatai Alashe,M,CIN,12,2,353,0,0,1,0,0,0,,0.0,2018,0,,,,
8519,Michael Salazar,F,HOU,0,0,0,0,0,0,0,0,0,,0.0,2018,0,10.0,16.0,8.0,0.0
8520,Caleb Calvert,F,COL,1,0,35,0,0,0,0,0,0,,0.0,2018,0,8.0,19.0,7.0,-27.0
8521,Cedric Hountondji,D,NYC,1,0,1,0,0,0,0,0,0,,0.0,2018,0,16.0,10.0,8.0,14.0
8522,Mike da Fonte,D,COL,0,0,0,0,0,0,0,0,0,,0.0,2018,0,8.0,19.0,7.0,-27.0
8523,Jalen Robinson,D,DC,5,5,348,0,0,0,0,0,0,,0.0,2018,0,14.0,11.0,9.0,10.0
8524,Kyle Fisher,D,MTL,0,0,0,0,0,0,0,0,0,,0.0,2018,0,14.0,16.0,4.0,-6.0
8525,Christian Dean,D,CHI,2,2,178,0,0,0,0,0,0,,0.0,2018,0,8.0,18.0,8.0,-13.0
8526,Stefano Bonomo,F,NY,1,0,1,0,0,0,0,0,0,,0.0,2018,0,22.0,7.0,5.0,29.0
8527,Joel Qwiberg,D,SJ,5,5,379,0,0,0,0,0,0,,0.0,2018,0,4.0,21.0,9.0,-22.0
8528,Emrah Klimenta,D,LA,2,2,156,0,0,0,0,0,0,,0.0,2018,0,13.0,12.0,9.0,2.0
8529,Tommy Redding,D,NY,1,1,90,0,0,0,0,0,0,,0.0,2018,0,22.0,7.0,5.0,29.0
8530,Rafael Ramos,D,CHI,3,1,105,0,0,1,0,0,0,,0.0,2018,0,8.0,18.0,8.0,-13.0
8531,Louis Beland-Goyette,M,MTL,4,0,109,0,0,1,0,0,0,,0.0,2018,0,14.0,16.0,4.0,-6.0
8532,Foster Langsdorf,F,POR,0,0,0,0,0,0,0,0,0,,0.0,2018,0,15.0,10.0,9.0,6.0
8533,Seyi Adekoya,F,SEA,0,0,0,0,0,0,0,0,0,,0.0,2018,0,18.0,11.0,5.0,15.0
8534,Mo Adams,M,ATL,15,10,908,0,0,3,1,0,0,,0.0,2018,0,21.0,7.0,6.0,26.0
8535,Jordan Morris,F,SEA,0,0,0,0,0,0,0,0,0,,0.0,2018,0,18.0,11.0,5.0,15.0
8536,Taylor Peay,D,RSL,1,0,1,0,0,0,0,0,0,,0.0,2018,0,14.0,13.0,7.0,-3.0
8537,Jose Hernandez,D,ATL,1,0,17,0,0,0,0,0,0,,0.0,2018,0,21.0,7.0,6.0,26.0
8538,Anibal Chala,D,DAL,0,0,0,0,0,0,0,0,0,,0.0,2018,0,16.0,9.0,9.0,8.0
8539,Cristhian Machado,M,NE,3,2,119,0,0,1,0,0,0,,0.0,2018,0,10.0,13.0,11.0,-6.0
8540,Pierre Da Silva,M,ORL,2,0,49,0,0,0,0,0,0,,0.0,2018,0,8.0,22.0,4.0,-31.0
8541,Josh Perez,F,LFC,2,0,22,0,0,0,0,0,0,,0.0,2018,0,,,,
8542,Hugo Arellano,D,LA,0,0,0,0,0,0,0,0,0,,0.0,2018,0,13.0,12.0,9.0,2.0
8543,George Malki,D,HOU,0,0,0,0,0,0,0,0,0,,0.0,2018,0,10.0,16.0,8.0,0.0
8544,Richie Marquez,D,PHI,0,0,0,0,0,0,0,0,0,,0.0,2018,0,15.0,14.0,5.0,-1.0
8545,Myer Bevan,F,VAN,0,0,0,0,0,0,0,0,0,,0.0,2018,0,13.0,13.0,8.0,-13.0
8546,Jordan Cano,D,DAL,0,0,0,0,0,0,0,0,0,,0.0,2018,0,16.0,9.0,9.0,8.0
8547,Kris Reaves,D,DAL,2,2,168,0,0,0,0,0,0,,0.0,2018,0,16.0,9.0,9.0,8.0
8548,Jon Gallagher,F,ATL,0,0,0,0,0,0,0,0,0,,0.0,2018,0,21.0,7.0,6.0,26.0
8549,Marco Farfan,D,POR,11,6,515,0,0,0,0,0,0,,0.0,2018,0,15.0,10.0,9.0,6.0
8550,Colton Storm,D,KC,0,0,0,0,0,0,0,0,0,,0.0,2018,0,18.0,8.0,8.0,25.0
8551,Adonijah Reid,F,DAL,0,0,0,0,0,0,0,0,0,,0.0,2018,0,16.0,9.0,9.0,8.0
8552,Ricardo Perez,M,COL,0,0,0,0,0,0,0,0,0,,0.0,2018,0,8.0,19.0,7.0,-27.0
8553,Hassan Ndam,D,CIN,1,1,90,0,0,0,0,0,0,,0.0,2018,0,,,,
8554,Adam Najem,M,PHI,0,0,0,0,0,0,0,0,0,,0.0,2018,0,15.0,14.0,5.0,-1.0
8555,Andrew Wheeler-Omiunu,M,ATL,1,0,16,0,0,0,0,0,0,,0.0,2018,0,21.0,7.0,6.0,26.0
8556,David Choiniere,M,MTL,1,0,12,0,0,0,0,0,0,,0.0,2018,0,14.0,16.0,4.0,-6.0
8557,Nicolas Samayoa,D,NE,0,0,0,0,0,0,0,0,0,,0.0,2018,0,10.0,13.0,11.0,-6.0
8558,Gordon Wild,F,LA,0,0,0,0,0,0,0,0,0,,0.0,2018,0,13.0,12.0,9.0,2.0
8559,Alan Mariano Mino,M,TOR,1,0,25,0,0,0,0,0,0,,0.0,2018,0,10.0,18.0,6.0,-5.0
8560,James Murphy,M,LFC,0,0,0,0,0,0,0,0,0,,0.0,2018,0,,,,
8561,Amer Didic,D,KC,0,0,0,0,0,0,0,0,0,,0.0,2018,0,18.0,8.0,8.0,25.0
8562,Jose Leiton,M,MIN,0,0,0,0,0,0,0,0,0,,0.0,2018,0,11.0,20.0,3.0,-22.0
8563,Sam Hamilton,M,COL,0,0,0,0,0,0,0,0,0,,0.0,2018,0,8.0,19.0,7.0,-27.0
8564,Eryk Williamson,M,POR,0,0,0,0,0,0,0,0,0,,0.0,2018,0,15.0,10.0,9.0,6.0
8565,Francis Atuahene,F,DAL,0,0,0,0,0,0,0,0,0,,0.0,2018,0,16.0,9.0,9.0,8.0
8566,Daniel Bedoya,M,NYC,0,0,0,0,0,0,0,0,0,,0.0,2018,0,16.0,10.0,8.0,14.0
8567,Roberto Dominguez,D,VAN,0,0,0,0,0,0,0,0,0,,0.0,2018,0,13.0,13.0,8.0,-13.0
8568,Femi Hollinger-Janzen,F,NE,0,0,0,0,0,0,0,0,0,,0.0,2018,0,10.0,13.0,11.0,-6.0
8569,Chris Goslin,M,ATL,0,0,0,0,0,0,0,0,0,,0.0,2018,0,21.0,7.0,6.0,26.0
8570,Bryan Reynolds,D,DAL,0,0,0,0,0,0,0,0,0,,0.0,2018,0,16.0,9.0,9.0,8.0
8571,Paxton Pomykal,M,DAL,6,1,125,0,0,0,0,0,0,,0.0,2018,0,16.0,9.0,9.0,8.0
8572,Brandon Servania,M,DAL,0,0,0,0,0,0,0,0,0,,0.0,2018,0,16.0,9.0,9.0,8.0
8573,Efrain Alvarez,M,LA,0,0,0,0,0,0,0,0,0,,0.0,2018,0,13.0,12.0,9.0,2.0
8574,Sam Vines,D,COL,1,0,45,0,0,0,0,0,0,,0.0,2018,0,8.0,19.0,7.0,-27.0
8575,Kip Colvey,M,COL,3,3,208,0,0,0,0,0,0,,0.0,2018,0,8.0,19.0,7.0,-27.0
8576,Nico Czornomaz,M,LFC,0,0,0,0,0,0,0,0,0,,0.0,2018,0,,,,
8577,Victor Arboleda,F,POR,1,0,31,0,0,0,0,0,0,,0.0,2018,0,15.0,10.0,9.0,6.0
8578,Zachary Herivaux,M,NE,5,2,158,0,0,1,0,0,0,,0.0,2018,0,10.0,13.0,11.0,-6.0
8579,Anatole Abang,F,NY,0,0,0,0,0,0,0,0,0,,0.0,2018,0,22.0,7.0,5.0,29.0
8580,Eric Ayuk,M,PHI,0,0,0,0,0,0,0,0,0,,0.0,2018,0,15.0,14.0,5.0,-1.0
8581,Conor Donovan,D,HOU,0,0,0,0,0,0,0,0,0,,0.0,2018,0,10.0,16.0,8.0,0.0
8582,Josh Yaro,D,PHI,0,0,0,0,0,0,0,0,0,,0.0,2018,0,15.0,14.0,5.0,-1.0
8583,Shawn Barry,D,RSL,4,3,204,0,0,1,0,0,0,,0.0,2018,0,14.0,13.0,7.0,-3.0
8584,Harold Cummings,D,SJ,21,21,1875,0,0,3,1,0,0,,0.0,2018,0,4.0,21.0,9.0,-22.0
8585,Kacper Przybylko,F,PHI,0,0,0,0,0,0,0,0,0,,0.0,2018,0,15.0,14.0,5.0,-1.0
8586,Taylor Kemp,D,DC,0,0,0,0,0,0,0,0,0,,0.0,2018,0,14.0,11.0,9.0,10.0
8587,Jack Barmby,M,POR,0,0,0,0,0,0,0,0,0,,0.0,2018,0,15.0,10.0,9.0,6.0
8588,Jose Villarreal,M,ORL,3,0,45,0,0,0,0,0,0,,0.0,2018,0,8.0,22.0,4.0,-31.0
8589,Oliver Shannon,M,ATL,0,0,0,0,0,0,0,0,0,,0.0,2018,0,21.0,7.0,6.0,26.0
8590,Moises Hernandez,D,DAL,0,0,0,0,0,0,0,0,0,,0.0,2018,0,16.0,9.0,9.0,8.0
8591,Zakaria Diallo,D,MTL,0,0,0,0,0,0,0,0,0,,0.0,2018,0,14.0,16.0,4.0,-6.0
8592,Dillon Powers,M,ORL,3,0,69,0,0,0,0,0,0,,0.0,2018,0,8.0,22.0,4.0,-31.0
8593,Sheanon Williams,D,LA,8,1,153,0,0,0,0,0,0,,0.0,2018,0,13.0,12.0,9.0,2.0
8594,Marvin Emnes,M,VAN,0,0,0,0,0,0,0,0,0,,0.0,2018,0,13.0,13.0,8.0,-13.0
8595,Stefan Aigner,M,COL,1,0,11,0,0,0,0,0,0,,0.0,2018,0,8.0,19.0,7.0,-27.0
8596,David Edgar,D,VAN,0,0,0,0,0,0,0,0,0,,0.0,2018,0,13.0,13.0,8.0,-13.0
8597,Brad Evans,D,KC,0,0,0,0,0,0,0,0,0,,0.0,2018,0,18.0,8.0,8.0,25.0
8598,Marc Burch,D,MIN,6,5,403,0,0,1,0,0,0,,0.0,2018,0,11.0,20.0,3.0,-22.0
8599,Roy Miller,D,POR,0,0,0,0,0,0,0,0,0,,0.0,2018,0,15.0,10.0,9.0,6.0
8600,Sal Zizzo,D,ATL,6,1,157,0,0,0,0,0,0,,0.0,2018,0,21.0,7.0,6.0,26.0
8601,Sean Franklin,D,VAN,11,9,834,0,0,0,0,0,0,,0.0,2018,0,13.0,13.0,8.0,-13.0
8602,Tony Beltran,D,RSL,0,0,0,0,0,0,0,0,0,,0.0,2018,0,14.0,13.0,7.0,-3.0
8603,Vytas,D,DC,3,0,21,0,0,0,0,0,0,,0.0,2018,0,14.0,11.0,9.0,10.0
8604,Jared Jeffrey,M,DC,2,0,2,0,0,0,0,0,0,,0.0,2018,0,14.0,11.0,9.0,10.0
8605,Sam Cronin,M,MIN,0,0,0,0,0,0,0,0,0,,0.0,2018,0,11.0,20.0,3.0,-22.0
8606,A.J. DeLaGarza,D,MIA,4,4,360,0,0,0,0,0,0,,0.0,2018,0,,,,
8607,Alfredo Ortuno,F,RSL,3,1,119,0,0,0,0,0,0,,0.0,2018,0,14.0,13.0,7.0,-3.0
8608,Gaston Sauro,D,CLB,7,6,521,0,0,1,0,0,0,,0.0,2018,0,14.0,11.0,9.0,-2.0
8609,Andreu Fontas,D,KC,2,1,92,0,0,0,0,0,0,,0.0,2018,0,18.0,8.0,8.0,25.0
8610,Lagos Kunga,F,ATL,0,0,0,0,0,0,0,0,0,,0.0,2018,0,21.0,7.0,6.0,26.0
8611,David Norman Jr.,M,MIA,0,0,0,0,0,0,0,0,0,,0.0,2018,0,,,,
8612,Felix Chenkam,F,SEA,0,0,0,0,0,0,0,0,0,,0.0,2018,0,18.0,11.0,5.0,15.0
8613,Rodrigo Pacheco,F,LFC,1,0,17,0,0,0,0,0,0,,0.0,2018,0,,,,
8614,Mark Segbers,M,NE,1,0,45,0,0,0,0,0,0,,0.0,2018,0,10.0,13.0,11.0,-6.0
8615,Julian Dunn,D,TOR,2,1,105,0,0,0,0,0,0,,0.0,2018,0,10.0,18.0,6.0,-5.0
8616,Paul Marie,D,SJ,0,0,0,0,0,0,0,0,0,,0.0,2018,0,4.0,21.0,9.0,-22.0
8617,Jacob Akanyirige,D,SJ,0,0,0,0,0,0,0,0,0,,0.0,2018,0,4.0,21.0,9.0,-22.0
8618,Gilbert Fuentes,M,SJ,1,0,1,0,0,0,0,0,0,,0.0,2018,0,4.0,21.0,9.0,-22.0
8619,Matt Lewis,D,KC,0,0,0,0,0,0,0,0,0,,0.0,2018,0,18.0,8.0,8.0,25.0
8620,Wyatt Omsberg,D,CHI,7,4,385,0,0,1,0,0,0,,0.0,2018,0,8.0,18.0,8.0,-13.0
8621,Joe Scally,D,NYC,0,0,0,0,0,0,0,0,0,,0.0,2018,0,16.0,10.0,8.0,14.0
8622,Mohamed Thiaw,F,SJ,0,0,0,0,0,0,0,0,0,,0.0,2018,0,4.0,21.0,9.0,-22.0
8623,Nicolas Del Grecco,D,CHI,0,0,0,0,0,0,0,0,0,,0.0,2018,0,8.0,18.0,8.0,-13.0
8624,Bertrand Owundi Eko'o,D,MIN,0,0,0,0,0,0,0,0,0,,0.0,2018,0,11.0,20.0,3.0,-22.0
8625,Olivier Mbaizo,D,PHI,1,1,85,0,0,1,0,0,0,,0.0,2018,0,15.0,14.0,5.0,-1.0
8626,Edward Opoku,F,CLB,5,1,150,0,0,0,0,1,1,100.0,0.0,2018,0,14.0,11.0,9.0,-2.0
8627,Cristian Casseres Jr.,M,NY,3,1,97,0,0,1,0,1,0,0.0,0.0,2018,0,22.0,7.0,5.0,29.0
8628,Ema Twumasi,F,DAL,1,1,45,0,0,0,0,1,0,0.0,0.0,2018,0,16.0,9.0,9.0,8.0
8629,Ricky Lopez-Espin,F,RSL,1,0,22,0,0,0,0,1,0,0.0,0.0,2018,0,14.0,13.0,7.0,-3.0
8630,Tristan Blackmon,D,LAFC,10,5,492,0,0,1,0,1,1,100.0,0.0,2018,0,16.0,9.0,9.0,16.0
8631,Kevin Partida,M,SJ,4,4,290,0,0,1,1,1,0,0.0,0.0,2018,0,4.0,21.0,9.0,-22.0
8632,Shaft Brewer Jr.,M,LFC,3,0,29,0,0,0,0,1,0,0.0,0.0,2018,0,,,,
8633,Michael Mancienne,D,NE,10,10,900,0,0,2,0,1,1,100.0,0.0,2018,0,10.0,13.0,11.0,-6.0
8634,Francois Affolter,D,SJ,9,7,676,0,0,2,0,1,0,0.0,0.0,2018,0,4.0,21.0,9.0,-22.0
8635,Liam Ridgewell,D,POR,13,13,1085,0,0,2,1,1,1,100.0,0.0,2018,0,15.0,10.0,9.0,6.0
8636,Drew Moor,D,COL,8,6,568,0,0,0,0,1,1,100.0,0.0,2018,0,8.0,19.0,7.0,-27.0
8637,Yura Movsisyan,F,CHI,4,0,58,0,0,0,0,1,0,0.0,0.0,2018,0,8.0,18.0,8.0,-13.0
8638,Jason Hernandez,D,TOR,10,7,534,0,0,2,0,1,0,0.0,0.0,2018,0,10.0,18.0,6.0,-5.0
8639,Mohammed Abu,M,DC,4,0,93,0,0,0,0,1,0,0.0,0.0,2018,0,14.0,11.0,9.0,10.0
8640,Calum Mallace,M,LFC,5,0,29,0,0,0,0,1,0,0.0,0.0,2018,0,,,,
8641,Adam Henley,D,RSL,5,2,260,0,0,1,0,1,0,0.0,0.0,2018,0,14.0,13.0,7.0,-3.0
8642,Matthew Real,D,PHI,3,3,236,0,0,1,0,1,0,0.0,0.0,2018,0,15.0,14.0,5.0,-1.0
8643,Modou Jadama,D,POR,1,0,27,0,0,0,0,1,1,100.0,0.0,2018,0,15.0,10.0,9.0,6.0
8644,Tomas Conechny,M,POR,4,1,72,0,0,0,0,1,0,0.0,0.0,2018,0,15.0,10.0,9.0,6.0
8645,Tony Alfaro,D,SEA,4,3,220,0,0,2,1,1,0,0.0,0.0,2018,0,18.0,11.0,5.0,15.0
8646,Isaac Angking,M,NE,3,0,37,0,0,0,0,1,0,0.0,0.0,2018,0,10.0,13.0,11.0,-6.0
8647,Chris Odoi-Atsem,D,DC,1,0,12,0,0,0,0,1,1,100.0,0.0,2018,0,14.0,11.0,9.0,10.0
8648,Grant Lillard,D,MIA,8,6,562,0,0,1,0,1,0,0.0,0.0,2018,0,,,,
8649,Brett Levis,D,VAN,14,13,960,0,0,0,0,1,0,0.0,0.0,2018,0,13.0,13.0,8.0,-13.0
8650,Miles Robinson,D,ATL,10,3,272,0,0,0,0,1,0,0.0,0.0,2018,0,21.0,7.0,6.0,26.0
8651,Kwame Awuah,M,NYC,6,1,143,0,0,0,0,1,0,0.0,0.0,2018,0,16.0,10.0,8.0,14.0
8652,Aidan Daniels,M,TOR,1,0,12,0,0,0,0,1,0,0.0,0.0,2018,0,10.0,18.0,6.0,-5.0
8653,Bradford Jamieson IV,F,LA,6,3,271,0,0,1,0,1,0,0.0,0.0,2018,0,13.0,12.0,9.0,2.0
8654,Graham Smith,D,KC,2,2,180,0,0,0,0,1,0,0.0,0.0,2018,0,18.0,8.0,8.0,25.0
8655,Tomas Hilliard-Arce,D,LA,5,4,304,0,0,0,0,1,1,100.0,0.0,2018,0,13.0,12.0,9.0,2.0
8656,Victor Cabrera,D,HOU,13,10,920,0,0,1,1,1,1,100.0,0.0,2018,0,10.0,16.0,8.0,0.0
8657,Harrison Heath,M,MIN,4,1,121,0,0,2,1,1,0,0.0,0.0,2018,0,11.0,20.0,3.0,-22.0
8658,Kharlton Belmar,F,KC,4,0,65,0,0,0,0,2,0,0.0,0.0,2018,0,18.0,8.0,8.0,25.0
8659,Fabinho,D,PHI,11,8,714,0,0,1,0,2,0,0.0,0.0,2018,0,15.0,14.0,5.0,-1.0
8660,Cameron Lindley,M,ORL,3,3,201,0,0,1,0,2,0,0.0,0.0,2018,0,8.0,22.0,4.0,-31.0
8661,Daniel Johnson,M,CHI,7,3,261,0,0,0,0,2,2,100.0,0.0,2018,0,8.0,18.0,8.0,-13.0
8662,Shamit Shome,M,MTL,5,2,249,0,0,0,0,2,0,0.0,0.0,2018,0,14.0,16.0,4.0,-6.0
8663,Jesus Ferreira,F,DAL,1,0,3,0,0,0,0,2,0,0.0,0.0,2018,0,16.0,9.0,9.0,8.0
8664,Jordan McCrary,D,SEA,15,9,890,0,0,3,1,2,0,0.0,0.0,2018,0,18.0,11.0,5.0,15.0
8665,Emiliano Amor,D,KC,5,3,332,0,0,1,0,2,0,0.0,0.0,2018,0,18.0,8.0,8.0,25.0
8666,Omar Gaber,D,LFC,7,2,254,0,0,1,0,2,0,0.0,0.0,2018,0,,,,
8667,Chris Mavinga,D,TOR,12,11,935,0,0,3,1,2,0,0.0,0.0,2018,0,10.0,18.0,6.0,-5.0
8668,Dominic Oduro,M,MTL,10,0,62,0,0,0,0,2,0,0.0,0.0,2018,0,14.0,16.0,4.0,-6.0
8669,Marco Donadel,M,MTL,2,1,96,0,0,2,0,2,0,0.0,0.0,2018,0,14.0,16.0,4.0,-6.0
8670,David Horst,D,RSL,5,3,312,0,0,0,0,2,0,0.0,0.0,2018,0,14.0,13.0,7.0,-3.0
8671,Aurelien Collin,D,NY,7,5,353,0,0,2,0,2,0,0.0,0.0,2018,0,22.0,7.0,5.0,29.0
8672,Demar Phillips,D,RSL,5,5,360,0,0,2,0,2,0,0.0,0.0,2018,0,14.0,13.0,7.0,-3.0
8673,Mathieu Choiniere,M,MTL,5,0,82,0,0,0,0,2,0,0.0,0.0,2018,0,14.0,16.0,4.0,-6.0
8674,Simon Colyn,M,VAN,1,0,4,0,0,0,0,2,0,0.0,0.0,2018,0,13.0,13.0,8.0,-13.0
8675,Mac Steeves,F,HOU,3,0,26,0,0,0,0,2,1,50.0,0.0,2018,0,10.0,16.0,8.0,0.0
8676,Aaron Herrera,D,RSL,16,14,1236,0,0,2,0,3,1,33.33,0.0,2018,0,14.0,13.0,7.0,-3.0
8677,Danilo Silva,D,LAFC,10,9,722,0,0,2,0,3,1,33.33,0.0,2018,0,16.0,9.0,9.0,16.0
8678,Dejan Jakovic,D,LAFC,15,13,1147,0,0,2,1,3,0,0.0,0.0,2018,0,16.0,9.0,9.0,16.0
8679,Abel Aguilar,M,DAL,4,1,131,0,0,0,0,3,0,0.0,0.0,2018,0,16.0,9.0,9.0,8.0
8680,Lamar Neagle,M,SEA,6,0,110,0,0,1,0,3,1,33.33,0.0,2018,0,18.0,11.0,5.0,15.0
8681,Eric Calvillo,M,SJ,3,2,165,0,0,1,0,3,2,66.67,0.0,2018,0,4.0,21.0,9.0,-22.0
8682,Deklan Wynne,D,COL,25,22,2006,0,0,3,1,3,0,0.0,0.0,2018,0,8.0,19.0,7.0,-27.0
8683,Fidel Escobar,D,NY,6,4,374,0,0,0,0,3,1,33.33,0.0,2018,0,22.0,7.0,5.0,29.0
8684,James Sands,M,NYC,3,3,223,0,0,0,0,3,1,33.33,0.0,2018,0,16.0,10.0,8.0,14.0
8685,Chris Wehan,M,SJ,6,2,183,0,0,0,0,3,0,0.0,0.0,2018,0,4.0,21.0,9.0,-22.0
