,Player,Club,POS,GP,GS,MINS,SHTS,SV,GA,GAA,PKG/A,W,L,T,ShO,W%,Sv%,Year,Season,best_11
1943,Eric Dick,KC,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
1944,Stefan Cleveland,SEA,G,0,0,0,0,0,0,0.0,0/0,0,0,0,0.0,0.0,0.0,2020,reg,0
0,Jeff Attinella,POR,G,3,2,170,5,4,2,1.06,,1,1,0,,,80.0,2021,,0
1,Brandon Austin,ORL,G,5,5,450,16,8,8,1.6,,3,2,0,,,50.0,2021,,0
2,Luis Barraza,NYC,G,5,5,450,12,7,5,1.0,,3,2,0,,,75.0,2021,,0
3,Joe Bendik,PHI,G,3,2,212,8,5,3,1.27,,1,1,0,,,87.5,2021,,0
4,Jamal Blackman,LAFC,G,8,8,720,34,21,13,1.62,,3,2,3,,,61.8,2021,,0
5,Andre Blake,PHI,G,26,26,2340,98,73,24,0.92,,12,6,8,,,76.5,2021,,0
6,Jonathan Bond,LA,G,31,31,2790,169,121,50,1.61,,12,11,8,,,73.4,2021,,0
7,Alex Bono,TOR,G,24,24,2160,124,82,44,1.83,,6,11,7,,,68.5,2021,,0
8,Sebastian Breza,MTL,G,8,8,720,29,21,8,1.0,,3,3,2,,,75.9,2021,,0
9,Evan Bush,CLB,G,4,4,360,13,7,6,1.5,,2,1,1,,,53.8,2021,,0
10,Steve Clark,POR,G,24,24,2096,118,88,30,1.29,,13,8,3,,,79.7,2021,,0
11,Stefan Cleveland,SEA,G,15,15,1350,46,29,17,1.13,,6,4,5,,,69.6,2021,,0
12,Carlos Coronel,NY,G,34,34,3060,120,86,33,0.97,,13,12,9,,,75.0,2021,,0
13,Maxime Crepeau,VAN,G,27,27,2430,126,96,31,1.15,,10,7,10,,,77.8,2021,,0
14,Cody Cropper,CIN,G,1,1,90,10,6,5,5.0,,0,1,0,,,50.0,2021,,0
15,Mario Daniel Vega,SJ,G,1,1,90,1,0,1,1.0,,0,0,1,,,0.0,2021,,0
16,Clement Diop,MTL,G,8,8,720,32,23,9,1.13,,2,3,3,,,78.1,2021,,0
17,Matt Freese,PHI,G,6,6,506,22,15,8,1.42,,1,1,4,,,63.6,2021,,0
18,Stefan Frei,SEA,G,17,17,1530,59,44,16,0.94,,9,4,4,,,72.9,2021,,0
19,Pedro Gallese,ORL,G,22,22,1980,96,66,30,1.36,,7,6,9,,,70.8,2021,,0
20,Adam Grinwis,ORL,G,2,2,180,7,4,5,2.5,,1,1,0,,,28.6,2021,,0
21,Brad Guzan,ATL,G,29,29,2610,127,98,29,1.0,,13,6,10,,,80.3,2021,,0
22,Bill Hamid,DC,G,21,21,1816,87,60,28,1.39,,10,7,4,,,69.0,2021,,0
23,Thomas Hasal,VAN,G,7,7,630,34,20,14,2.0,,2,2,3,,,61.8,2021,,0
24,Clint Irwin,COL,G,1,1,90,6,3,3,3.0,,0,1,0,,,50.0,2021,,0
25,Aljaz Ivacic,POR,G,5,4,411,33,21,12,2.63,,1,2,1,,,63.6,2021,,0
26,Sean Johnson,NYC,G,29,29,2610,114,84,31,1.07,,11,9,9,,,73.7,2021,,0
27,Alec Kann,ATL,G,5,5,450,31,23,8,1.6,,0,3,2,,,77.4,2021,,0
28,Jon Kempin,DC,G,10,9,884,34,18,17,1.73,,3,5,1,,,52.9,2021,,0
29,Logan Ketterer,POR,G,3,3,270,12,8,3,1.0,,2,1,0,,,75.0,2021,,0
30,Jonathan Klinsmann,LA,G,3,3,270,11,7,4,1.33,,1,1,1,,,63.6,2021,,0
31,Brad Knighton,NE,G,6,6,540,28,22,6,1.0,,5,1,0,,,78.6,2021,,0
32,Zac MacMath,RSL,G,7,7,585,20,14,6,0.92,,2,3,2,,,75.0,2021,,0
33,J.T. Marcinkowski,SJ,G,33,33,2970,179,128,53,1.61,,10,13,10,,,72.1,2021,,0
34,Marko Maric,HOU,G,22,22,1980,100,68,34,1.55,,3,9,10,,,67.0,2021,,0
35,Nick Marsman,MIA,G,22,22,1919,99,67,33,1.55,,9,10,3,,,68.7,2021,,0
36,Jimmy Maurer,DAL,G,24,24,2130,112,74,37,1.56,,5,11,8,,,70.5,2021,,0
37,John McCarthy,MIA,G,13,12,1141,55,35,20,1.58,,3,7,2,,,65.5,2021,,0
38,Phelipe Megiolaro,DAL,G,11,10,930,55,36,19,1.84,,2,4,4,,,72.7,2021,,0
39,Tim Melia,KC,G,28,28,2520,100,67,33,1.18,,14,8,6,,,69.0,2021,,0
40,Tyler Miller,MIN,G,30,30,2700,133,100,34,1.13,,13,7,10,,,77.4,2021,,0
41,Kyle Morton,HOU,G,1,1,90,6,4,2,2.0,,0,1,0,,,66.7,2021,,0
42,Michael Nelson,HOU,G,11,11,990,48,31,18,1.64,,3,6,2,,,68.8,2021,,0
43,David Ochoa,RSL,G,25,25,2250,120,81,40,1.6,,11,10,4,,,68.3,2021,,0
44,James Pantemis,MTL,G,18,18,1620,81,56,27,1.5,,7,6,5,,,69.1,2021,,0
45,John Pulskamp,KC,G,6,6,540,20,13,7,1.17,,3,2,1,,,65.0,2021,,0
46,Andrew Putna,RSL,G,3,2,225,12,5,8,3.2,,1,1,0,,,33.3,2021,,0
47,Spencer Richey,SEA,G,2,2,180,5,5,0,0.0,,2,0,0,,,100.0,2021,,0
48,Tomas Romero,LAFC,G,18,18,1620,61,33,28,1.56,,7,8,3,,,54.1,2021,,0
49,Eloy Room,CLB,G,30,30,2700,122,83,39,1.3,,11,12,7,,,71.3,2021,,0
50,Chris Seitz,DC,G,4,4,360,17,11,9,2.25,,1,3,0,,,47.1,2021,,0
51,Bobby Shuttleworth,CHI,G,23,23,2070,109,73,38,1.65,,6,13,4,,,67.9,2021,,0
52,Pablo Sisniega,LAFC,G,8,8,720,24,14,10,1.25,,2,3,3,,,58.3,2021,,0
53,Gaga Slonina,CHI,G,11,11,990,60,44,16,1.45,,3,5,3,,,75.0,2021,,0
54,Dayne St. Clair,MIN,G,4,4,360,21,10,10,2.5,,0,4,0,,,52.4,2021,,0
55,Mason Stajduhar,ORL,G,5,5,450,15,10,5,1.0,,2,0,3,,,66.7,2021,,0
56,Brad Stuver,ATX,G,33,33,2970,188,135,53,1.61,,9,20,4,,,72.9,2021,,0
57,Hunter Sulte,POR,G,2,1,113,8,3,5,3.98,,0,1,0,,,37.5,2021,,0
58,Andrew Tarbell,ATX,G,1,1,90,5,2,3,3.0,,0,1,0,,,40.0,2021,,0
59,Matt Turner,NE,G,28,28,2520,135,99,35,1.25,,17,4,7,,,75.6,2021,,1
60,Przemyslaw Tyton,CIN,G,15,14,1286,88,53,35,2.45,,1,11,2,,,61.4,2021,,0
61,Kenneth Vermeer,CIN,G,19,19,1684,91,57,34,1.82,,3,10,6,,,63.7,2021,,0
62,Quentin Westberg,TOR,G,10,10,900,57,35,22,2.2,,0,7,3,,,63.2,2021,,0
63,Joe Willis,NSH,G,34,34,3060,131,99,33,0.97,,12,4,18,,,77.9,2021,,0
64,William Yarbrough,COL,G,33,33,2970,137,106,32,0.97,,17,6,10,,,77.4,2021,,0
0,Max Anchor,VAN,G,1,1,90,6,4,2,2.0,,0,1,0,,,66.7,2022,,0
1,Matt Bersano,SJ,G,2,1,135,9,6,3,2.0,,0,0,1,,,66.7,2022,,0
2,David Bingham,POR,G,2,2,180,13,10,3,1.5,,0,0,2,,,76.9,2022,,0
3,Andre Blake,PHI,G,34,34,3060,126,99,26,0.76,,19,5,10,,,82.5,2022,,1
4,Isaac Boehmer,VAN,G,3,2,225,12,8,4,1.6,,0,1,1,,,75.0,2022,,0
5,Jonathan Bond,LA,G,34,34,3060,141,89,51,1.5,,14,12,8,,,68.1,2022,,0
6,Alex Bono,TOR,G,24,24,2160,125,84,42,1.75,,7,11,6,,,68.0,2022,,0
7,Christopher Brady,CHI,G,1,1,90,5,4,1,1.0,,0,0,1,,,80.0,2022,,0
8,Sebastian Breza,MTL,G,23,23,2070,86,49,38,1.65,,13,8,2,,,61.6,2022,,0
9,Drake Callender,MIA,G,24,24,2160,114,78,37,1.54,,11,8,5,,,69.3,2022,,0
10,Roman Celentano,CIN,G,27,27,2430,127,83,42,1.56,,10,5,12,,,70.9,2022,,0
11,Steve Clark,HOU,G,33,33,2905,150,103,48,1.49,,10,17,6,,,72.0,2022,,0
12,Stefan Cleveland,SEA,G,7,7,630,36,28,8,1.14,,1,4,2,,,77.8,2022,,0
13,Carlos Coronel,NY,G,33,33,2970,112,73,39,1.18,,15,10,8,,,66.1,2022,,0
14,Maxime Crepeau,LAFC,G,33,33,2970,110,76,36,1.09,,21,8,4,,,69.1,2022,,0
15,Cody Cropper,VAN,G,15,14,1236,52,28,24,1.75,,6,4,4,,,59.6,2022,,0
16,Clement Diop,MIA,G,3,3,270,11,4,7,2.33,,0,2,1,,,36.4,2022,,0
17,Earl Edwards Jr.,NE,G,4,4,360,17,9,8,2.0,,1,2,1,,,52.9,2022,,0
18,Stefan Frei,SEA,G,27,27,2430,123,84,38,1.41,,11,13,3,,,74.0,2022,,0
19,Pedro Gallese,ORL,G,32,32,2880,126,79,47,1.47,,14,13,5,,,65.9,2022,,0
20,Raul Gudino,ATL,G,6,6,495,14,7,7,1.27,,2,3,1,,,78.6,2022,,0
21,Brad Guzan,ATL,G,7,7,612,23,14,9,1.32,,3,2,2,,,65.2,2022,,0
22,Bill Hamid,DC,G,10,10,858,49,34,16,1.68,,3,5,2,,,67.3,2022,,0
23,Thomas Hasal,VAN,G,17,17,1509,76,47,27,1.61,,6,9,2,,,65.8,2022,,0
24,Aljaz Ivacic,POR,G,32,32,2880,160,111,50,1.56,,11,10,11,,,69.4,2022,,0
25,Sean Johnson,NYC,G,34,34,3060,119,80,41,1.21,,16,11,7,,,66.4,2022,,0
26,Kristijan Kahlina,CHA,G,31,31,2790,144,97,48,1.55,,12,16,3,,,69.4,2022,,0
27,Alec Kann,CIN,G,7,7,630,34,20,14,2.0,,2,4,1,,,64.7,2022,,0
28,Jon Kempin,DC,G,2,2,180,11,6,5,2.5,,1,1,0,,,54.5,2022,,0
29,Brad Knighton,NE,G,4,4,360,20,13,8,2.0,,1,3,0,,,60.0,2022,,0
30,Zac MacMath,RSL,G,34,34,3060,147,99,45,1.32,,12,11,11,,,73.5,2022,,0
31,J.T. Marcinkowski,SJ,G,33,33,2925,177,111,66,2.03,,8,15,10,,,66.1,2022,,0
32,George Marks,CHA,G,1,1,90,3,1,2,2.0,,0,1,0,,,33.3,2022,,0
33,Nick Marsman,MIA,G,7,7,630,31,19,12,1.71,,3,4,0,,,67.7,2022,,0
34,Jimmy Maurer,DAL,G,2,2,180,8,5,3,1.5,,1,1,0,,,75.0,2022,,0
35,John McCarthy,LAFC,G,1,1,90,6,4,2,2.0,,0,1,0,,,100.0,2022,,0
36,Kendall McIntosh,KC,G,2,2,180,10,8,2,1.0,,1,1,0,,,80.0,2022,,0
37,Ryan Meara,NY,G,1,1,90,4,2,2,2.0,,0,1,0,,,50.0,2022,,0
38,Tim Melia,KC,G,21,21,1852,79,44,34,1.65,,5,12,4,,,59.5,2022,,0
39,Tyler Miller,MIN,G,3,2,225,11,8,3,1.2,,0,0,2,,,72.7,2022,,0
40,Michael Nelson,HOU,G,2,1,155,13,5,8,4.65,,0,1,0,,,38.5,2022,,0
41,David Ochoa,DC,G,9,9,810,48,31,17,1.89,,1,6,2,,,64.6,2022,,0
42,Maarten Paes,DAL,G,32,32,2880,125,89,34,1.06,,13,8,11,,,76.0,2022,,0
43,Elliot Panicco,NSH,G,2,2,180,10,7,3,1.5,,1,0,1,,,80.0,2022,,0
44,James Pantemis,MTL,G,11,11,990,37,26,12,1.09,,7,1,3,,,70.3,2022,,0
45,Dorde Petrovic,NE,G,21,21,1890,110,80,27,1.29,,6,7,8,,,82.7,2022,,0
46,John Pulskamp,KC,G,12,11,1028,49,31,18,1.58,,5,3,3,,,67.3,2022,,0
47,Spencer Richey,CHI,G,1,1,90,4,2,2,2.0,,1,0,0,,,50.0,2022,,0
48,Rocco Rios Novo,ATL,G,16,15,1395,67,40,27,1.74,,4,6,5,,,61.2,2022,,0
49,Abraham Rodriguez,COL,G,1,0,46,5,2,3,5.87,,0,0,0,,,60.0,2022,,0
50,Rafael Romo,DC,G,14,13,1212,81,48,33,2.45,,2,9,2,,,63.0,2022,,0
51,Eloy Room,CLB,G,34,34,3060,142,103,41,1.21,,10,8,16,,,73.2,2022,,0
52,Bobby Shuttleworth,ATL,G,7,6,558,21,10,11,1.77,,1,3,2,,,47.6,2022,,0
53,Pablo Sisniega,CHA,G,2,2,180,9,7,2,1.0,,1,1,0,,,77.8,2022,,0
54,Gaga Slonina,CHI,G,32,32,2880,124,80,45,1.41,,9,15,8,,,67.7,2022,,0
55,Dayne St. Clair,MIN,G,32,32,2835,153,108,48,1.52,,14,14,4,,,71.2,2022,,0
56,Mason Stajduhar,ORL,G,2,2,180,14,9,6,3.0,,0,1,1,,,71.4,2022,,0
57,Brad Stuver,ATX,G,31,31,2708,139,96,42,1.4,,16,7,8,,,73.4,2022,,0
58,Andrew Tarbell,ATX,G,4,3,352,22,15,7,1.79,,0,3,0,,,68.2,2022,,0
59,Matt Turner,NE,G,5,5,450,15,8,7,1.4,,2,0,3,,,53.3,2022,,0
60,Quentin Westberg,TOR,G,10,10,900,59,35,24,2.4,,2,7,1,,,61.0,2022,,0
61,Joe Willis,NSH,G,32,32,2880,136,96,38,1.19,,12,10,10,,,76.5,2022,,0
62,William Yarbrough,COL,G,34,34,3014,153,98,54,1.61,,11,13,10,,,70.6,2022,,0
